CI,Pearson,RMSE,Spearman,cmap
0.8636774456421085,0.8146656155225757,0.4796989421584709,0.8258357919924614,Random
0.8519309809837696,0.8228112098225653,0.4618604807643936,0.8094122200126673,Random
0.8527768023725616,0.823107142706688,0.4717969555059242,0.8156129041114294,Random
0.8454012938082037,0.8092444769887832,0.5292888990891417,0.8015393236179377,Random
0.8573573956663422,0.783861731898066,0.4733092412550541,0.7999868055469918,Random
0.8517398346860747,0.8073460389455924,0.4705514171059122,0.8190727155898497,Random
0.8603387809142636,0.827695508679302,0.456845877213328,0.8375317067381814,Random
0.8459724661943914,0.8134142345948624,0.4918928006504693,0.8289437823351484,Random
0.8302004559746422,0.7790108469378811,0.5098628709837705,0.7867997677145909,Random
0.8294527489405118,0.7883350494012343,0.5096845398308112,0.7839483507048924,Random
0.8560412282801809,0.8280584230077389,0.5084571049339095,0.8200481110864114,Random
0.8416877156278261,0.8110592675582134,0.4661707882650334,0.794592579554476,Random
0.8430495275483997,0.8091386041881704,0.479876094761253,0.7973917424326741,Random
0.8452004003555524,0.8131402417832317,0.4998847826820163,0.8054409156279537,Random
0.8400894501670123,0.8069585687370725,0.4830648572556089,0.7914089406528627,Random
0.8445220766189839,0.8168295543261098,0.4631315167389416,0.8118454304197354,Random
0.8427132782307382,0.8197103887529721,0.4487503709694861,0.8222833060114162,Random
0.8472317439221179,0.7838921692896891,0.5233437795476318,0.8091941365433337,Random
0.8468231032378505,0.8353236228633864,0.4437303363492782,0.8283563462567215,Random
0.8419492509453557,0.7733899046827087,0.5210076053485858,0.7905167947727855,Random
0.847823692418287,0.8287533720121312,0.4458149169785784,0.8185367941599907,Random
0.8518217466698195,0.8156534205346343,0.4485477632864681,0.8171304452947007,Random
0.8399291436275881,0.8323914566759897,0.4619476340150784,0.8129743523281444,Random
0.8502578117806591,0.8210732581277345,0.4767351363049663,0.8167113026907752,Random
0.8430080146462843,0.8294879476297486,0.4639935724940054,0.8196479173205306,Random
0.8638260966158394,0.8271159313586728,0.4890540572797592,0.8203445089570209,Random
0.8415826740442686,0.8177594117816595,0.4619981167434897,0.8064273344632302,Random
0.8528980834068743,0.820693468394983,0.4714679451188511,0.8216562238648955,Random
0.8370449386757071,0.8254199952712741,0.4571335414874737,0.7931520101923285,Random
0.8393093520654825,0.804950131324389,0.4604331448917908,0.8067604870110748,Random
0.8421657200429579,0.8168902854149943,0.5000169357556207,0.8182484990051785,Random
0.8338107981381732,0.7653075331570598,0.5469534546999774,0.7872673523649315,Random
0.8466090297790586,0.8138161102321969,0.471229578950256,0.800043920003136,Random
0.8430846700756027,0.7663990556112729,0.4795401687456937,0.785406788572534,Random
0.8633111924179476,0.8046971022135657,0.4761827107213359,0.8371344915759537,Random
0.8465482952151416,0.7825423545231368,0.5315130223784359,0.8068543838729814,Random
0.8410963494714337,0.8093589269860647,0.49447732680298,0.806917305754034,Random
0.8526853728795475,0.8192055725335115,0.4717825519825576,0.8217435928289136,Random
0.8316505744369147,0.7830218081988559,0.4873859359506234,0.7973266178638387,Random
0.8342866437347011,0.7929620140549652,0.5337543222736658,0.7815900619170028,Random
