CI,Pearson,RMSE,Spearman,cmap
0.8727685023149244,0.8019655595273166,0.4804745569849224,0.6571058675517228,ESM
0.8825588106109358,0.8121772950865983,0.5049749997128433,0.6716839661953887,ESM
0.8887567029117909,0.8322581596864191,0.4651909880907117,0.6681351738809155,ESM
0.889663034859144,0.8162531223055977,0.49284913341075104,0.6588853719941848,ESM
0.8734253077942798,0.8108314159584409,0.500427671638917,0.6750119548989936,ESM
0.8753759143593302,0.8125963985807588,0.4990180623087315,0.680043554087152,ESM
0.8715170075007169,0.8060219634269284,0.4882328064156345,0.6518681573789432,ESM
0.894006338930474,0.8387839704205761,0.45908113569686915,0.6902703851863764,ESM
0.8673709990850312,0.8057220851311371,0.5033234049069238,0.6776831716669495,ESM
0.8830598369043475,0.8104310832143602,0.511587973556075,0.6806051505853582,ESM
0.8633421345055118,0.7722086115027659,0.5606016872702476,0.6912665817951549,ESM
0.8884426432839362,0.8195619930310148,0.45897687424577743,0.6791175445762093,ESM
0.893502956738251,0.8251983193811138,0.5012574794653011,0.6856693906448116,ESM
0.8815918379737334,0.8165257427404352,0.45662860254443743,0.6640196044232369,ESM
0.8936727831537947,0.8300345297340868,0.4907717857187485,0.6996693859925656,ESM
0.8909625756275363,0.8184428241607312,0.4872114476741798,0.6799937667146474,ESM
0.8862115928381997,0.8267858706583562,0.46061610347564813,0.6768748715007282,ESM
0.8723523086284938,0.7858905049658361,0.506970579954985,0.6510063401342815,ESM
0.8709358734844815,0.8033836291747352,0.4967448577844978,0.6645621780793065,ESM
0.8763964261498546,0.8013505865259707,0.5111673040537253,0.6990221748747268,ESM
0.8976719666738845,0.8309572837363177,0.479562277163105,0.702373144735772,ESM
0.886543603805047,0.8163242684791737,0.5024133687021121,0.6650171541713922,ESM
0.8763468920001104,0.7890372279486727,0.4882597860418298,0.6561314341950406,ESM
0.8742813708055737,0.8024027444847902,0.4909750618342774,0.6696528320295436,ESM
0.8859921480413666,0.8034162644425282,0.5107360119887403,0.6756507219768008,ESM
0.8812161517062008,0.8067848043029372,0.49811245526586506,0.6707590816589389,ESM
0.8777868049742588,0.8018569914725538,0.4803433637107583,0.668683706498474,ESM
0.878482548862436,0.8018269235297645,0.4992525032198336,0.6674008023586522,ESM
0.8773046066252587,0.8108696284356807,0.5214948511638101,0.6915869371948168,ESM
0.8874612671604862,0.8240443544827961,0.4937467171805164,0.6898396409042565,ESM
0.8800929390430866,0.8213826674247006,0.4685535149233147,0.6718066299414512,ESM
0.8772224057462794,0.8081351261017423,0.479192992850743,0.6527504758087451,ESM
0.8995717700698149,0.7974529121352582,0.48758164485731176,0.6730542900312974,ESM
0.8868943790766758,0.8043699918916744,0.47860811986212415,0.6735841085782845,ESM
0.8850721934480209,0.8161852582558433,0.5223630677472267,0.6812427668106964,ESM
0.8800647217481948,0.7759851039043726,0.5272499542914096,0.6671553599035107,ESM
0.8829519068774007,0.8092136506425608,0.5202769433016,0.7030303325689383,ESM
0.8767411314838943,0.8289245894575927,0.4658779871673176,0.6720815987966183,ESM
0.8728511817493435,0.8165929862929947,0.48809276182361994,0.6687330778375363,ESM
0.8702478952163132,0.7886500308229561,0.5070285636633985,0.6409231770180432,ESM
