CI,Pearson,RMSE,Spearman,Encoding
0.5779376407860510,0.21960782229203500,0.919376181505573,0.15808119040580000,Random Node Ligand Graph
0.5795132928723230,0.18346887284301200,0.9592201431628090,0.13118813893447300,Random Node Ligand Graph
0.5875631972810660,0.20467139782419400,0.910978698643229,0.17364057047360400,Random Node Ligand Graph
0.6030000330267850,0.18108379706442600,0.8819420847639350,0.17803373784424200,Random Node Ligand Graph
0.5840733264719410,0.1934670757134040,0.8840477432156440,0.1623161476735190,Random Node Ligand Graph
0.5713152978806330,0.1840747619397030,0.9123280438645790,0.16290377552290300,Random Node Ligand Graph
0.5574297722781050,0.13783202110326200,0.9338170362587940,0.11919291914822500,Random Node Ligand Graph
0.5800128414427330,0.17888868923546600,0.9188054096648940,0.1428197959385890,Random Node Ligand Graph
0.5802041967572040,0.20021442754894500,0.881764965952916,0.15581545204267600,Random Node Ligand Graph
0.5757960632899250,0.23047587986011500,0.8680731974791650,0.1538559658539140,Random Node Ligand Graph
0.5875848609610880,0.2501534771635670,0.8302363229231850,0.16794564786927700,Random Node Ligand Graph
0.5698709691099840,0.18655069342877300,0.9654322337168620,0.1409687639261730,Random Node Ligand Graph
0.5850392560346080,0.1904960177470250,0.9610034991485850,0.15474973812814900,Random Node Ligand Graph
0.5652632030335890,0.21455816996238100,0.9008401955105180,0.14410075266330600,Random Node Ligand Graph
0.5757971710365780,0.19886283373376400,0.8862175471663720,0.15452991623326300,Random Node Ligand Graph
0.5630428404940510,0.1229889710222950,0.9468166022818920,0.11439092901235900,Random Node Ligand Graph
0.5748488070233060,0.1749091362535690,0.9359775662621930,0.1475179073299320,Random Node Ligand Graph
0.5822595801611820,0.17103202641682300,0.9611660567825310,0.1384416448098550,Random Node Ligand Graph
0.5571934026752410,0.15103978649200000,0.9105030481073150,0.10676167231414200,Random Node Ligand Graph
0.5866711462613410,0.19848434197244100,0.9287568656280440,0.15708107620940800,Random Node Ligand Graph
0.5682944325808000,0.13740354277254100,0.9028135503203770,0.1208253542445650,Random Node Ligand Graph
0.5774891143991630,0.1951254589973770,0.9051746187912550,0.14602587774871400,Random Node Ligand Graph
0.5684671377318610,0.18847570134093700,0.8944225043417550,0.12527100112162700,Random Node Ligand Graph
0.5725604218910120,0.19679661043974300,0.9372983293709280,0.14272159902291900,Random Node Ligand Graph
0.5741448479447180,0.18266254456473300,0.9120730426015810,0.13854980127675800,Random Node Ligand Graph
0.5675121450719640,0.14398320355529800,0.9530262623774270,0.10943573520564900,Random Node Ligand Graph
0.5753657590810960,0.14967699972670000,0.937594640289244,0.11565074231867000,Random Node Ligand Graph
0.5968611157364460,0.19852708275591400,0.9253930250870670,0.159852314291433,Random Node Ligand Graph
0.5707610886836910,0.18089118515202900,0.9618187874391400,0.14272181836310600,Random Node Ligand Graph
0.5517229273087930,0.12725828500171100,0.9538850626332480,0.11975322337391300,Random Node Ligand Graph
0.5580831342669940,0.15183323722070400,0.9398938237545720,0.1014086227230110,Random Node Ligand Graph
0.5643275762094100,0.15512439364476900,0.9540167176926940,0.1294804789166840,Random Node Ligand Graph
0.5765786747290660,0.17431993089331500,0.9590182590232740,0.1346347716131200,Random Node Ligand Graph
0.5586373883276280,0.1452532244651730,0.9343086014637230,0.09594777165143020,Random Node Ligand Graph
0.5806771896084000,0.22319901774216300,0.931392764314895,0.15749928388699600,Random Node Ligand Graph
0.6057554158787520,0.22806423648285900,0.9187295832664990,0.18622692317287500,Random Node Ligand Graph
0.5715133872141570,0.1401646089499360,0.9414844576267380,0.135705558080883,Random Node Ligand Graph
0.5678575854168480,0.1459404930577120,0.9483593707031070,0.13038165252191900,Random Node Ligand Graph
0.5680902465322540,0.18533094416775800,0.8987134690013280,0.1543936217427180,Random Node Ligand Graph
0.582999958414771,0.17425672709827700,0.9111428831371920,0.1336524611689820,Random Node Ligand Graph
