CI,Pearson,RMSE,Spearman,cmap
0.8745717959116757,0.7895150433490475,0.5008609438339909,0.6414843054139356,Random
0.856721225267863,0.7728981449843504,0.5278402951400234,0.6151944246620817,Random
0.8652673685462764,0.7539858201108723,0.5333643306326136,0.6144543472552022,Random
0.8589539806306377,0.7881078589120785,0.5321719783873355,0.6460700232629814,Random
0.8630867700599888,0.8112121754139192,0.5202635478858402,0.6666537595057386,Random
0.8539121771568817,0.7936986672089739,0.49896834703826726,0.6014797710291383,Random
0.861213993743883,0.7950571169641428,0.5024868957650047,0.6114697682442992,Random
0.858217457835734,0.7976844799059136,0.498649257152713,0.6288786543530677,Random
0.8638275980653177,0.7932931813386007,0.5527763592244748,0.6490908528616401,Random
0.8557154276578737,0.7988216261304343,0.49091206355345135,0.6561335052616003,Random
0.868309269110111,0.7939647355197339,0.5016601449201799,0.6681881959540039,Random
0.8557126885717189,0.7915887287376493,0.5150626388391095,0.6535083184255016,Random
0.862850933881767,0.7841314939594035,0.5225859833425591,0.6197513744583469,Random
0.8471512473828028,0.7415605508028845,0.5355674914759768,0.6033924726668388,Random
0.8625463849490983,0.8124080267217554,0.47625185586289615,0.6165873620104075,Random
0.8462765762178678,0.7830389896496465,0.5134216696313922,0.6207712002902511,Random
0.8526473324434737,0.7795949030282953,0.4986417074260993,0.6312172632930025,Random
0.859303221009586,0.8089213291184438,0.48515370857695345,0.6173925677008971,Random
0.8735160577114578,0.7923643783291343,0.5282820388140795,0.6544028320856888,Random
0.8640539063017693,0.8054657800304605,0.49689671945135877,0.6211240254518415,Random
0.8580979313312636,0.8084244738077144,0.5249955372275312,0.6488387739653095,Random
0.8527607108644667,0.7738658589300536,0.5115081089441978,0.6313898518597673,Random
0.8834287842444793,0.8137909511866844,0.48517664802841365,0.6422537765609783,Random
0.8632166606757727,0.7928992338782486,0.5087634249485151,0.6534754109928739,Random
0.8659123408863024,0.794743727837172,0.5156670691776123,0.6457332039596487,Random
0.8608918792481907,0.7938596379494488,0.522010543558888,0.6305692038983932,Random
0.8548518727778064,0.7738930559817915,0.5282790045747424,0.6293586059183981,Random
0.8608437074103455,0.7790231131859588,0.513026791949206,0.6441036254248896,Random
0.8628413668037244,0.7946805616349684,0.5488686652191922,0.637767097395187,Random
0.8619333402499009,0.7867095724929253,0.519910860024276,0.6439325014208065,Random
0.8487454494750409,0.7718437516491529,0.5292597948481015,0.6353012609833386,Random
0.8733541272417654,0.8079923024645348,0.5243323449410542,0.6530906366544739,Random
0.8633748011815495,0.7620939733591586,0.5415743853977472,0.6088112908256615,Random
0.8579979695431472,0.7878328482986379,0.5210685582754441,0.6434608846098113,Random
0.8662075298438934,0.8301210512870995,0.4668832950501822,0.6412220964658734,Random
0.8579718631292884,0.7916715124127207,0.5278745575016991,0.6432499598340614,Random
0.866288566509786,0.7733738053235962,0.4915569735987688,0.6209417505312455,Random
0.8515762535504373,0.7895493604726486,0.5181061885188325,0.6443330867562783,Random
0.8557830359307118,0.8004835389242765,0.5047104069382932,0.6377750866452948,Random
0.8618461050065438,0.7813478094085776,0.49523500119771374,0.6278685314555955,Random
