CI,Pearson,RMSE,Spearman,cmap
0.8915338392950334,0.8265344001567471,0.4776967799286272,0.69242867435614,Pconsc4
0.8827629808985741,0.8372135822950421,0.4594650641613553,0.6788664845798992,Pconsc4
0.8751002244472743,0.8217029898705809,0.5016002021126101,0.6803607872703169,Pconsc4
0.8950576232147346,0.8303950729709907,0.45047710064231494,0.6698058442190805,Pconsc4
0.9008929989187227,0.8356761604165451,0.4762020199204022,0.7094888641838426,Pconsc4
0.8942407739478869,0.8356632587750695,0.47149686116179484,0.7000878855929016,Pconsc4
0.8807637842808704,0.8268624272209893,0.4865909458353895,0.666047316381068,Pconsc4
0.8932864559596237,0.7941830226012142,0.5270875361050611,0.6918565124867038,Pconsc4
0.8882164552033833,0.8192047581642492,0.5055674633657742,0.6941928064883373,Pconsc4
0.903887036145683,0.8176846447673162,0.4616296004189379,0.6779248326224089,Pconsc4
0.8789033517210232,0.7946973112691719,0.5074168530959858,0.6843291493281937,Pconsc4
0.8844057395980726,0.8136536069203997,0.5106771400939182,0.6887168154410827,Pconsc4
0.8984892889540158,0.8184044599254845,0.45157166684897126,0.7025820636492566,Pconsc4
0.8826439132017728,0.8091253270384984,0.49163159590243916,0.681956260126976,Pconsc4
0.8715500993463842,0.8365724131640784,0.4517057459410605,0.673526808020542,Pconsc4
0.8938563035514132,0.8167468851048009,0.49349238538257273,0.7041204850964666,Pconsc4
0.865643448676971,0.8182721966375684,0.5000810478457004,0.6881942686640246,Pconsc4
0.8820263322091728,0.8210942767713493,0.4945183924859678,0.7038503075968209,Pconsc4
0.8702274928164341,0.8185131150233934,0.4492259473558602,0.6758629967988705,Pconsc4
0.8900213108620325,0.8381567556019288,0.46710569078400166,0.7000799947664049,Pconsc4
0.8770325692960897,0.8399963155885316,0.4577011670746962,0.678880007687073,Pconsc4
0.8943935951887093,0.8378387532717406,0.4683154735273045,0.6750073558907509,Pconsc4
0.8976284279644652,0.8154730546131366,0.4869756986593173,0.7009702429364651,Pconsc4
0.8827904307909605,0.8439004525226771,0.4343362411226146,0.6605813930798589,Pconsc4
0.8748368085837365,0.8345482494993126,0.467496968558856,0.6997834443361447,Pconsc4
0.9074673998062083,0.8405618341008424,0.4372170298892823,0.6691467149986877,Pconsc4
0.8795237297108911,0.800789391144575,0.4945722317159375,0.6771674767231589,Pconsc4
0.8779910205608749,0.8284876442035053,0.48625354454418174,0.6973888667767546,Pconsc4
0.8606836106893333,0.8239902981249422,0.48845721621662186,0.6822709306973209,Pconsc4
0.8876653467451877,0.8152822348853217,0.489081132369459,0.6977952529584596,Pconsc4
0.8803105073317994,0.8351583613038899,0.4630348961571141,0.6796176954741826,Pconsc4
0.8993524986645655,0.8429535330189052,0.4546540867143989,0.6830533240077661,Pconsc4
0.883497408209671,0.8214669222552047,0.46107760098266115,0.6684578864813039,Pconsc4
0.8958578405161658,0.8285082714512404,0.4698117205026244,0.6681919467755764,Pconsc4
0.8925829667089394,0.8344965109776981,0.44915652785084376,0.6860430606035625,Pconsc4
0.8880403495245438,0.8199460820633454,0.4823647816542052,0.6943711397511271,Pconsc4
0.8936129837293819,0.8342779995471242,0.4392617240615444,0.6893395967829729,Pconsc4
0.8938309748127805,0.8158633012309902,0.49624985818398765,0.6992505894313142,Pconsc4
0.8776765335052866,0.8036434003306393,0.5207795207252276,0.6815336287344912,Pconsc4
0.8893159303372782,0.8313098294345943,0.4806945815310925,0.7056326613977416,Pconsc4
