CI,Pearson,RMSE,Spearman,Encoding
0.8837519163897880,0.8223727167646470,0.48849179541542800,0.7096334854445810,Concat+Product
0.8902048566448950,0.8199495973676550,0.4820776596428420,0.6840148015734460,Concat+Product
0.8843764959454620,0.806018253643456,0.5036833762493750,0.6988148718377620,Concat+Product
0.9009652189740370,0.8395960615457950,0.46625500984301700,0.702118753975447,Concat+Product
0.8974830614494690,0.82578479365939,0.4851102840515120,0.7205225767583810,Concat+Product
0.8913889891488820,0.8409780782708890,0.46642153591775000,0.6872556004489560,Concat+Product
0.8775469506188700,0.8197551164574560,0.5081344067131910,0.7052889913123320,Concat+Product
0.8614576529501420,0.8042068109446230,0.4891482625366840,0.6716331797728710,Concat+Product
0.885680216802168,0.83032129344287,0.49013955821410600,0.7075027575172790,Concat+Product
0.888578436796872,0.8236698783915460,0.48563761728874700,0.6828521800152900,Concat+Product
0.896707754719925,0.8350079952149590,0.4780895938074840,0.7028206272001230,Concat+Product
0.9023626184053700,0.8165010025447670,0.48403006055044300,0.6998529843758990,Concat+Product
0.8900156646182170,0.8238478605636050,0.47856818404482600,0.6971577238122580,Concat+Product
0.8766738335030740,0.806062472970975,0.4738941169632730,0.6709332735860060,Concat+Product
0.8769844229325460,0.8188824928253360,0.50355774628609,0.6906663147702500,Concat+Product
0.8766289254432810,0.814309342046777,0.4779738659030800,0.6712005432941350,Concat+Product
0.897705970864401,0.8383594064640300,0.46688486731185200,0.6861527426413290,Concat+Product
0.8873100684588410,0.8070443570147990,0.4933482718065490,0.6888904599649370,Concat+Product
0.8845988796083030,0.8391441124503100,0.44602806759030300,0.697487078879497,Concat+Product
0.8836364593113270,0.8012364563952430,0.48266559524684300,0.6611332367300830,Concat+Product
0.8799275211179480,0.8090041924393930,0.4908915531410560,0.656539095293624,Concat+Product
0.8777902251833950,0.8106583451952540,0.48816132916635500,0.698653653709402,Concat+Product
0.8845760848141580,0.8287175542586830,0.47418063621188000,0.6987691448517710,Concat+Product
0.8832101085091320,0.8251810554114150,0.503291458726705,0.6929399878370650,Concat+Product
0.8877346821401280,0.8068099153248410,0.5024958238820350,0.6869450266162010,Concat+Product
0.8969052359495620,0.8480066046388990,0.45789018205852500,0.6977599593805630,Concat+Product
0.8730834466239400,0.7974393650556310,0.5157162791654910,0.6777515719054790,Concat+Product
0.8900908405424960,0.8224790534995950,0.4836054783760340,0.6921224500478920,Concat+Product
0.888956709790523,0.8420793138065490,0.4682239869584930,0.7019415162255160,Concat+Product
0.873541553773701,0.8347990742613340,0.48715961958606000,0.6960201059824700,Concat+Product
0.8724391378271840,0.8000704375775400,0.4979707225154950,0.6815145517782590,Concat+Product
0.8812673222418250,0.8171851668583980,0.4681388416864200,0.6688668950424880,Concat+Product
0.8835587998042870,0.8319436409072900,0.48949722956427100,0.7017376731729020,Concat+Product
0.8698148270145040,0.8193077464552520,0.48929461354125100,0.6516258203604140,Concat+Product
0.902809865134372,0.8560680977718160,0.4319597711761850,0.6883526595856940,Concat+Product
0.8739965459484320,0.8112675748011560,0.4894928942952180,0.6634388415355260,Concat+Product
0.8928772817348440,0.815898532698676,0.4857627530432510,0.6989280334119570,Concat+Product
0.8842427829683300,0.8239153692743590,0.48129362972295500,0.6992533926111100,Concat+Product
0.8848300584756830,0.8064909487515220,0.47901295879538800,0.6600212512629990,Concat+Product
0.898724231259911,0.806190713726847,0.5027911931417390,0.7072760542909920,Concat+Product
