ci,pearson,rmse,mse,rm,spearman
0.8366156679292708,0.7809212926742369,0.4975794401666218,0.24761503889341788,0.591536461067725,0.8009839777520765
0.8422618651598013,0.8093814435229555,0.49908508188369655,0.24910265083124514,0.6233555188287615,0.8182607370197404
0.8555468808882859,0.818041903347608,0.45588712116202373,0.2079883677273654,0.6558801401500761,0.824221065866495
0.8540097430628091,0.8191398993803359,0.49407684245860867,0.24413083528573187,0.6365051640118365,0.821747053909268
0.8648838548385921,0.8464819361576655,0.4399874016754481,0.19380538322055507,0.6663380568237626,0.8435455118458322
0.840820993704361,0.777198808418618,0.4977234500761007,0.24782876756601488,0.5777632828533715,0.7966054399936735
0.8556277319262557,0.8339734918890009,0.44773406927839793,0.20065435225132663,0.6811994576429936,0.8307677295228976
0.8506952836725158,0.8345273859249837,0.4589802840572672,0.21077013722571278,0.6706727214069476,0.8128481378630971
0.8566493731085171,0.8440472827472542,0.44194205263093744,0.19558651459370605,0.6707422241822966,0.8302967655147085
0.8370396524883533,0.7956814417551102,0.463916636331432,0.2152431483624078,0.6075661428671437,0.7998798523259788
0.860150066333873,0.8399527076929676,0.4663078475453413,0.21746009402919206,0.6483782655558056,0.8334004039468706
0.8521446495328813,0.8380923783668649,0.459996403378814,0.2117151052612433,0.6631298104568176,0.8182025876028245
0.849084007901158,0.804616677698282,0.48402862430298654,0.23437410021329522,0.6179202820374067,0.8160438562091165
0.8558647867488013,0.8387319862498668,0.4531491547733306,0.20545103322537817,0.6659088736267421,0.8117968905118403
0.8543664143828011,0.822295371459222,0.46663652269766337,0.21797752858528022,0.6452439452769841,0.8196149777162024
0.8322298583271146,0.7677708304758913,0.49359866427717963,0.24377616102434815,0.558174411485699,0.783280805657052
0.8487258695901573,0.809751715678591,0.46880434456254066,0.21987222833756145,0.6331331327725399,0.8136927471668488
0.8572601151667211,0.7868302107200025,0.4864918578285484,0.23681107085201328,0.5991823393024518,0.8082566332763625
0.8596564454769163,0.8319989682069884,0.44448497468105314,0.19765410013927798,0.6675278620671133,0.8333738270894752
0.8552914176658555,0.8206603419385899,0.4855394163125976,0.23620542508267903,0.6434117749901543,0.8240858979777377
0.8463418252723495,0.836294961755948,0.4723596823866661,0.22356812156943118,0.6347303162761789,0.8044736572608387
0.8498224485965963,0.8323850610584232,0.4674225136252888,0.21860446110832324,0.6659274416571009,0.8146468092647031
0.8562344066330088,0.8208251454538527,0.4613686209440053,0.21320057988348706,0.6578408895324387,0.8199951870062857
0.8356815706132474,0.8029716785014841,0.4824947954776257,0.23307790045268764,0.6261855909414874,0.8067569290001227
0.8438432596489597,0.8193202640642333,0.5091030247202314,0.25940579849635265,0.611187397043069,0.8057043148138825
0.8563306127206411,0.7981527399268495,0.4872756293097076,0.23752347955213635,0.605692996000508,0.8220275446679309
0.833309896291088,0.8062473412566015,0.45921735570218325,0.2109587110791178,0.6163220634537466,0.7910633370702542
0.8490403176560135,0.8328785639601956,0.4410106061663947,0.1945178660025357,0.6728184533319447,0.8119486152948476
0.8284316248113078,0.8164948372583062,0.47984258310307776,0.23039920985015952,0.626402413148839,0.7892912691574671
0.841361203030574,0.8003550540608558,0.503480677942788,0.2536260956474054,0.613424450914894,0.794513844212891
0.8567314097716036,0.8212446870880464,0.4573839197836573,0.2092139435888419,0.6475906591599307,0.8309157188551307
0.840203981657014,0.8074839783675044,0.45484949219815424,0.2072281897845927,0.6281472522517504,0.8225408676277186
0.8525836799323793,0.8134945526446479,0.48944222152471967,0.23957720461220577,0.63780268172758,0.8280078639202647
0.8349627487581676,0.8097407621514799,0.471766059983937,0.22256743876264595,0.6222570450148953,0.8115571781794434
0.8684036028458276,0.792116808365591,0.4750998338390457,0.2258394838165709,0.6105588775349444,0.8164015302245219
0.8535981126377113,0.8012508160764105,0.4713514073074956,0.2225002368950306,0.6233572132525641,0.8236727450011574
0.8557651691374741,0.8326283793246382,0.4499790071968135,0.2025634619257846,0.6597473187764183,0.8328427044210235
0.8565384476348581,0.794361195631092,0.5162957843384216,0.26683800612356595,0.600889614871762,0.8080421078170401
0.8624145826866586,0.833361357310311,0.4489803566742765,0.20206314361688596,0.6699899710854171,0.819359242316665
0.854091335790279,0.8082305862910589,0.4815082802884361,0.23188954361540678,0.6286260299980142,0.8062777728190856
