CI,Pearson,RMSE,Spearman,cmap
0.6878970777260268,0.317581320244303,0.8688485937077602,0.5002063157593186,Random Node
0.6819431104236573,0.34449083772735994,0.7303895392303611,0.48924269073536947,Random Node
0.7253847122421752,0.39744254995992373,0.7211507788148642,0.5176226069823718,Random Node
0.6914342253402732,0.3763926275543818,0.7122696083780832,0.5045521929782422,Random Node
0.7126217604090891,0.40148216050580454,0.7634678449823689,0.530349293112709,Random Node
0.7092755430828396,0.39967878047198363,0.7450749563005826,0.5175246943305812,Random Node
0.6893924188345216,0.363211725064941,0.7199407525213676,0.48093400456227764,Random Node
0.7007518332603399,0.37778294989324895,0.7281927968668028,0.5392956222947283,Random Node
0.701028750842242,0.37585803744448215,0.8039045554613152,0.5029565771951692,Random Node
0.6931633605889903,0.3893204625458091,0.7284834514628883,0.5318192392385471,Random Node
0.6755572912419838,0.3912838208156084,0.7726611820832902,0.5010184103326513,Random Node
0.6902562199466934,0.3922941852595805,0.7634788358886908,0.5015210379303863,Random Node
0.6885484874479663,0.4299856347004714,0.7569402651280717,0.528614901698939,Random Node
0.7001875012466838,0.39905316179223105,0.7389400399945841,0.5371434337212994,Random Node
0.6989958559132928,0.36587748881678195,0.7328153523497917,0.4926294106209343,Random Node
0.6877555398152627,0.34686934704290917,0.7568369641685958,0.47289675253714486,Random Node
0.6732467245222837,0.3195501123549695,0.7604643744621544,0.4737003295395392,Random Node
0.7094063950226936,0.40732402007490753,0.7440788669964222,0.5188213116370262,Random Node
0.681980468939673,0.3524640099846084,0.7930227267229747,0.48340558282371665,Random Node
0.6941416607045158,0.3738381436203933,0.7559477652218648,0.490432669842564,Random Node
0.6955921587148973,0.3536892484548478,0.724488804488337,0.5127773877075039,Random Node
0.6706291176597935,0.35683492414089857,0.8193246907746986,0.48161381366285044,Random Node
0.6837765723868832,0.38935120630796405,0.7445305436892559,0.5189268621876365,Random Node
0.7075347156811634,0.3981771126223748,0.6993165719467486,0.5449089165607118,Random Node
0.6843821641204503,0.3861925190671476,0.7720561843697012,0.5174117995315494,Random Node
0.6935742505728447,0.35320394369783664,0.765841576869486,0.4864099085595268,Random Node
0.7019314163966496,0.37872026095975064,0.7208644945098172,0.4986199871762853,Random Node
0.6849520665011534,0.38360121393453267,0.7928984996170557,0.5176594591363842,Random Node
0.6767491114286761,0.33887964030546974,0.7115090872748446,0.45339011640508936,Random Node
0.6851203278697531,0.36214087848722815,0.7615277760786866,0.48700415246394435,Random Node
0.6623616155236239,0.3325658455092297,0.7541930732659491,0.43504429514002246,Random Node
0.694222366428726,0.3891032889444384,0.768132727670714,0.5253321369691314,Random Node
0.712813848828028,0.40225139426109774,0.7460187806669781,0.5276264472528377,Random Node
0.6911383576798259,0.378193891632167,0.7475124929793745,0.50072433942093,Random Node
0.6665834641816858,0.3528611080545076,0.7591674190431347,0.45542133060584217,Random Node
0.689341413762851,0.3597770869352008,0.8054938473931529,0.5052083048213908,Random Node
0.6826356190965385,0.3194968311386705,0.8012059688441403,0.457221139187115,Random Node
0.71466323196427,0.3963282472945648,0.7362950852792026,0.55096113880984,Random Node
0.6588388320902103,0.31780082569403617,0.7689299806760207,0.46316158539063945,Random Node
0.6879274743716026,0.3865229232167928,0.7650305844557659,0.5064531348615904,Random Node
