ci,pearson,rmse,mse,rm,spearman
0.8524962431123727,0.8079046256203046,0.5070342584872488,0.25717214009193107,0.6078725956188896,0.809786884709248
0.8595016631421272,0.8264400186899891,0.44498556308418596,0.19807649187102797,0.6509500880067768,0.8164712427622174
0.8578194263686169,0.8505009558351687,0.4201716379836145,0.17670281857323009,0.707961977014412,0.8336161356826226
0.837292059368499,0.8022802178232764,0.4707960794619261,0.22175258645350648,0.6233245800271517,0.7833931720607362
0.8432765045940155,0.8286212859648385,0.4948375892554679,0.24668108385705168,0.6359274869876533,0.8131739301730919
0.8437782038538161,0.8022902735381555,0.4710940654575883,0.2220915664226851,0.6378899962516957,0.8068268992356362
0.8641416105063072,0.8189240024104253,0.4564736172250436,0.20888551450488965,0.6392520448429826,0.8241671584002247
0.8355872620272257,0.8070739874924188,0.4845542399467398,0.2348167485971748,0.6269991259556101,0.8073702911633509
0.8547908041781089,0.8170191700431787,0.4918502470229868,0.24194209148783993,0.6394683786966799,0.8197830753408321
0.8558541482386307,0.790578896673605,0.4956363185867412,0.2456634656536195,0.59796953074424,0.8173218607320817
0.8308226277868407,0.7919059125479465,0.486255260188301,0.2372794449601979,0.6047136030089798,0.7769436805262734
0.8505679702450014,0.8167277594911831,0.4666902646381929,0.21793159449455654,0.6499636222124656,0.8212021892589028
0.8476484982861665,0.8112249124548554,0.48469785829809114,0.23533467776704273,0.6319270849285252,0.8106092674731583
0.8490489099993278,0.8343251454533506,0.4568771688896649,0.20879915797460982,0.6735814061355306,0.8151443568429672
0.8482393876723093,0.8215243655640864,0.4699429142669099,0.22090354644309088,0.6452119717986636,0.8203200543795995
0.8398685600580406,0.8053636316709393,0.48126061800843173,0.23181465974387105,0.6221849400872058,0.8016335826185127
0.8323444784140567,0.805765013430756,0.48027481276323347,0.23081979901100905,0.6263390349620429,0.7987480614131138
0.8361327383348609,0.796045057188527,0.5066479886768462,0.2567134369370691,0.6053922436296303,0.7971452312966291
0.85233102880729,0.8091220978199672,0.4594509453629197,0.21131460225806875,0.6430030835442643,0.808480171223751
0.8621910668505529,0.8385198486358626,0.4324679929165711,0.1872177964133551,0.6681838343709826,0.8349453516381405
0.8354229224486587,0.8003387882101499,0.4900731995828192,0.2403915903771389,0.6172070691741656,0.7944034171037869
0.8441513622546575,0.8179403255362044,0.4474717538687962,0.20026464490423246,0.6536236091480897,0.8108576480891817
0.8594406872600987,0.8397582986288988,0.43258333130823967,0.18720608033532662,0.6867417667702576,0.8370647941357913
0.8426367894385325,0.8165893742326578,0.4994673857365104,0.24949925919340243,0.6355553550151466,0.8158280627968651
0.8631602346167431,0.8327849784574148,0.47410462360534406,0.22486914660829097,0.6686103022188369,0.8154240008988745
0.851101906362075,0.8109734252071991,0.49818680337747406,0.24845497587121426,0.6296823195006453,0.8293985917893453
0.8463415045209786,0.834903475044967,0.44829488965365977,0.20111805627020515,0.6670691315863982,0.8117288160693689
0.8451381172640119,0.808646676221681,0.5140554187793646,0.26428249964059236,0.6184231831352399,0.8189650207035423
0.8307299457241762,0.7954930586648414,0.45764438731983964,0.20967626942600706,0.6029471013712261,0.7973639300951633
0.8373222502171401,0.784704290160582,0.5542285655576594,0.30734071321833456,0.59575760460177,0.7986797223563668
0.8607652176825745,0.7930689214596859,0.5048209255183916,0.2549206541583296,0.6133819883858621,0.8142625870338653
0.8439726834736664,0.8072290789099559,0.4778519144069298,0.22835530300832177,0.6406212969129007,0.8001203310803183
0.8541142744337348,0.8282491937020362,0.4499739858655481,0.2025232478408997,0.672093310286279,0.8227629310004474
0.8388060444444445,0.8164222342135637,0.45185241915280744,0.20417872702082987,0.6615914087070977,0.8076014143146854
0.8449825474454284,0.8145653165653449,0.48498147893753846,0.23522380584965819,0.656437020577136,0.8062473079726123
0.8383123903276454,0.7816272954983213,0.4827079695962906,0.2330099105460605,0.590328764361046,0.7876104885594407
0.8525225599230887,0.8301155254160361,0.47605770390994867,0.22663672243864177,0.6567868469355661,0.8403992568644781
0.8447812183530342,0.7802304589535655,0.513992709881542,0.2642939245031238,0.5837317799303394,0.8049873167019652
0.8377156147037922,0.8452688355390597,0.4186236406949529,0.17538402116090238,0.6709841909061985,0.8244160172661062
0.8522014576609088,0.8145532626971518,0.45200565429912914,0.20454434770603683,0.6323386294041878,0.8078249385551944
